2 0 0.131538 0.45865 0.331538 0.65865 
2 1 0.17533 0.645589 0.281374 0.652373 
2 2 0.138452 0.46019 0.24073 0.473455 
2 3 0.268892 0.564036 0.32718 0.625906 
2 4 0.271776 0.468143 0.317326 0.530674 
2 5 0.28282 0.65516 0.300618 0.657789 
2 6 0.146075 0.545932 0.310155 0.599781 
2 7 0.186519 0.638181 0.210666 0.639421 
2 8 0.232442 0.557445 0.264057 0.566628 
2 9 0.146288 0.641414 0.21745 0.649419 
2 10 0.141555 0.483723 0.287881 0.604153 
2 11 0.257446 0.636365 0.311193 0.643191 
2 12 0.234193 0.626952 0.316545 0.640119 
2 13 0.225121 0.572981 0.244098 0.575813 
2 14 0.231234 0.636798 0.306291 0.655198 
2 15 0.174088 0.513568 0.194624 0.573674 
2 16 0.273502 0.522158 0.287425 0.611159 
2 17 0.267807 0.488157 0.292517 0.632322 
2 18 0.32262 0.540403 0.323941 0.607201 
2 19 0.229241 0.498602 0.327558 0.599315 
2 20 0.261789 0.553936 0.317802 0.57522 
2 21 0.311872 0.540713 0.314665 0.645164 
2 22 0.163977 0.485672 0.225194 0.56443 
2 23 0.221998 0.5017 0.324053 0.644355 
2 24 0.30371 0.622162 0.31779 0.639029 
2 25 0.258086 0.599091 0.318661 0.655935 
2 26 0.189401 0.541456 0.262521 0.644184 
2 27 0.277487 0.599957 0.316168 0.601078 
2 28 0.236535 0.556439 0.242729 0.626152 
2 29 0.314865 0.486489 0.329704 0.656819 
2 30 0.220742 0.546595 0.277764 0.636984 
2 31 0.173842 0.58192 0.198064 0.581988 
2 32 0.277005 0.594763 0.299785 0.648199 
2 33 0.297279 0.584564 0.30008 0.600385 
2 34 0.209302 0.512493 0.325126 0.554007 
2 35 0.288311 0.460913 0.300508 0.655335 
2 36 0.295483 0.494026 0.309838 0.519993 
2 37 0.182972 0.585594 0.198071 0.643657 
2 38 0.282126 0.578293 0.313425 0.603909 
2 39 0.155025 0.576248 0.247893 0.634176 
2 40 0.163875 0.570017 0.308103 0.598026 
2 41 0.237247 0.54482 0.292701 0.586963 
2 42 0.220911 0.474303 0.263816 0.521113 
2 43 0.266785 0.647601 0.313964 0.657989 
2 44 0.223625 0.579778 0.294994 0.59164 
2 45 0.200301 0.46164 0.268913 0.588313 
2 46 0.315107 0.627445 0.331046 0.641667 
2 47 0.135955 0.545978 0.274222 0.630675 
2 48 0.270674 0.459501 0.316557 0.475416 
2 49 0.312198 0.459918 0.326639 0.562957 
2 50 0.240342 0.584022 0.260025 0.636957 
2 51 0.187596 0.520684 0.241129 0.535004 
2 52 0.286714 0.490705 0.289192 0.540588 
2 53 0.227099 0.488712 0.281406 0.630386 
2 54 0.247093 0.656027 0.275059 0.656031 
2 55 0.137409 0.606442 0.232464 0.634439 
2 56 0.156039 0.581475 0.189081 0.591194 
2 57 0.322343 0.510453 0.330049 0.573338 
2 58 0.311121 0.54902 0.32665 0.621979 
2 59 0.17345 0.493845 0.25992 0.565026 
2 60 0.269021 0.653319 0.321298 0.653748 
2 61 0.285425 0.612473 0.296961 0.647071 
2 62 0.267871 0.502984 0.270186 0.604575 
2 63 0.205831 0.491836 0.235208 0.518486 
2 64 0.263936 0.582859 0.328101 0.584219 
2 65 0.275912 0.562485 0.278899 0.56877 
2 66 0.326974 0.607305 0.328476 0.616104 
2 67 0.319483 0.48342 0.322556 0.511471 
2 68 0.152575 0.524096 0.218534 0.601703 
2 69 0.283187 0.645698 0.317022 0.650388 
2 70 0.222552 0.542966 0.248757 0.576487 
2 71 0.174815 0.631379 0.257477 0.650784 
2 72 0.208102 0.617721 0.264853 0.617853 
2 73 0.264476 0.485458 0.277004 0.649305 
2 74 0.252738 0.560582 0.28012 0.642404 
2 75 0.197425 0.466934 0.282152 0.613993 
2 76 0.235398 0.476449 0.256599 0.605167 
2 77 0.183893 0.505172 0.239757 0.57723 
2 78 0.326985 0.464978 0.327141 0.579552 
2 79 0.197454 0.539366 0.269394 0.654703 
2 80 0.305041 0.586555 0.308973 0.653742 
2 81 0.294619 0.6477 0.315766 0.649402 
2 82 0.20026 0.463131 0.212934 0.630667 
2 83 0.266443 0.497047 0.311909 0.552941 
2 84 0.15968 0.575853 0.197773 0.578034 
2 85 0.284007 0.643751 0.287682 0.650164 
2 86 0.297789 0.562517 0.318094 0.578035 
2 87 0.24641 0.59206 0.291649 0.6286 
2 88 0.265131 0.546913 0.303088 0.603036 
2 89 0.137869 0.465662 0.238976 0.486347 
2 90 0.241904 0.613056 0.29668 0.635246 
2 91 0.270937 0.60074 0.30044 0.616761 
2 92 0.187559 0.505731 0.263938 0.597096 
2 93 0.315588 0.504704 0.328686 0.643182 
2 94 0.261841 0.630403 0.327073 0.657306 
2 95 0.156128 0.480198 0.279348 0.498019 
2 96 0.200453 0.524802 0.299766 0.601521 
2 97 0.172034 0.557018 0.327446 0.638823 
2 98 0.163454 0.534772 0.188541 0.587313 
2 99 0.261797 0.638182 0.265991 0.656628 
2 100 0.165697 0.563093 0.170905 0.589581 
2 101 0.24891 0.646624 0.315995 0.653598 
2 102 0.307695 0.602434 0.312214 0.60653 
2 103 0.30735 0.542009 0.309523 0.620706 
2 104 0.294147 0.637955 0.322914 0.648023 
2 105 0.207035 0.474014 0.29264 0.562204 
2 106 0.179142 0.59489 0.327862 0.617997 
2 107 0.290393 0.555425 0.293418 0.607002 
2 108 0.318106 0.474715 0.32007 0.549793 
2 109 0.32417 0.497912 0.325629 0.590445 
2 110 0.248673 0.578677 0.279184 0.590576 
2 111 0.330618 0.622556 0.330988 0.636064 
2 112 0.227494 0.618457 0.294758 0.632833 
2 113 0.198399 0.592021 0.217691 0.612989 
2 114 0.251988 0.561956 0.32524 0.587496 
2 115 0.298267 0.550259 0.319381 0.567154 
2 116 0.264732 0.516381 0.317835 0.561994 
2 117 0.275369 0.533322 0.288394 0.542578 
2 118 0.244774 0.517259 0.281436 0.56781 
2 119 0.249422 0.647541 0.287446 0.648101 
2 120 0.250723 0.479566 0.320561 0.628811 
2 121 0.263257 0.497586 0.264548 0.581834 
2 122 0.275497 0.590628 0.322408 0.634368 
2 123 0.238513 0.547124 0.2686 0.57798 
2 124 0.154985 0.525236 0.302649 0.59674 
2 125 0.317516 0.577995 0.320926 0.597915 
2 126 0.170773 0.583299 0.305172 0.633908 
2 127 0.305795 0.593863 0.308771 0.623312 
2 128 0.137992 0.590935 0.30349 0.594995 
2 129 0.187436 0.638099 0.212859 0.65031 
2 130 0.269724 0.545551 0.304917 0.568528 
2 131 0.186026 0.55404 0.221575 0.654616 
2 132 0.17502 0.650661 0.297491 0.655242 
2 133 0.157346 0.559662 0.244765 0.571382 
2 134 0.265319 0.624869 0.290926 0.62904 
2 135 0.261153 0.479763 0.320888 0.544335 
2 136 0.275379 0.490081 0.308005 0.518588 
2 137 0.265808 0.52702 0.324078 0.619113 
2 138 0.289934 0.492642 0.301676 0.504791 
2 139 0.281572 0.613291 0.289796 0.632973 
2 140 0.317402 0.617206 0.321166 0.626072 
2 141 0.207663 0.581963 0.322684 0.609289 
2 142 0.171118 0.4623 0.298033 0.484788 
2 143 0.262464 0.524908 0.288878 0.647198 
2 144 0.210228 0.484572 0.311103 0.648566 
2 145 0.20195 0.62749 0.27606 0.652958 
2 146 0.218613 0.642474 0.258041 0.654518 
2 147 0.286821 0.521572 0.31419 0.538833 
2 148 0.158196 0.608755 0.180043 0.631653 
2 149 0.178473 0.629497 0.283161 0.633001 
2 150 0.320376 0.486886 0.321049 0.52596 
2 151 0.251377 0.621111 0.255683 0.622306 
2 152 0.326431 0.506294 0.329858 0.596139 
2 153 0.17709 0.645251 0.246254 0.652132 
2 154 0.30344 0.583451 0.320565 0.631909 
2 155 0.136738 0.570715 0.177207 0.581328 
2 156 0.159081 0.63597 0.252656 0.644194 
2 157 0.19138 0.65271 0.319344 0.657449 
2 158 0.221282 0.552292 0.297791 0.595001 
2 159 0.22498 0.638504 0.280134 0.641264 
2 160 0.269365 0.464901 0.294811 0.502226 
2 161 0.186512 0.603109 0.245773 0.638263 
2 162 0.131593 0.557092 0.20086 0.589443 
2 163 0.159138 0.469877 0.225842 0.614389 
2 164 0.323922 0.528607 0.331531 0.554485 
2 165 0.240103 0.561402 0.258538 0.620531 
2 166 0.291228 0.563407 0.29714 0.617851 
