2 0 0.131538 0.218959 0.934693 0.0345721 0.00769819 0.686773 0.526929 0.701191 0.0474645 0.75641 0.98255 0.0726859 0.436411 0.274907 0.897656 0.504523 0.493977 0.0737491 0.913817 0.050084 0.136124 0.225748 0.939887 0.0398691 0.00836661 0.696077 0.533468 0.708813 0.0507469 0.760064 0.990084 0.081533 0.441189 0.276572 0.898262 0.507713 0.494884 0.0775905 0.918462 0.057786 
2 1 0.125365 0.629543 0.888572 0.513274 0.841511 0.467917 0.571655 0.49848 0.890737 0.212752 0.274588 0.70982 0.31754 0.681346 0.147533 0.955409 0.408767 0.488515 0.199757 0.651254 0.13225 0.636798 0.891635 0.521734 0.845665 0.469701 0.571985 0.505963 0.899158 0.214056 0.278731 0.712219 0.32406 0.685223 0.155989 0.95689 0.414416 0.498126 0.20605 0.659284 
2 2 0.476432 0.901673 0.410313 0.162199 0.135109 0.4523 0.215248 0.86086 0.817561 0.632739 0.702207 0.289316 0.414028 0.729748 0.706535 0.524987 0.488943 0.916634 0.139195 0.446023 0.478464 0.903094 0.41917 0.165852 0.139662 0.461617 0.224338 0.865919 0.822184 0.640986 0.711751 0.294461 0.422794 0.736904 0.706726 0.525639 0.495764 0.925534 0.149089 0.45117 
2 3 0.439726 0.211519 0.61635 0.727335 0.680562 0.828708 0.629572 0.388823 0.269215 0.783865 0.0113162 0.819726 0.17688 0.257169 0.634717 0.75294 0.598217 0.117437 0.587989 0.161688 0.447792 0.213055 0.616359 0.731512 0.688926 0.829525 0.631707 0.398299 0.272055 0.786687 0.0211486 0.823708 0.178458 0.258185 0.642665 0.759275 0.601404 0.122698 0.595019 0.17029 
2 4 0.556836 0.528548 0.430848 0.446866 0.0782632 0.676237 0.944753 0.460434 0.60564 0.343818 0.0149506 0.917848 0.843975 0.0220837 0.436638 0.695679 0.00425392 0.903301 0.00634169 0.544023 0.559996 0.534429 0.43455 0.450744 0.0808024 0.683523 0.954154 0.467048 0.607144 0.349046 0.0213804 0.927549 0.848533 0.0291532 0.444156 0.703218 0.00505309 0.910768 0.0115265 0.546181 
2 5 0.626861 0.280289 0.310169 0.77588 0.160274 0.477804 0.150312 0.577776 0.986883 0.0293555 0.738959 0.122507 0.614126 0.954028 0.259014 0.897914 0.451851 0.209562 0.175974 0.687414 0.633955 0.284008 0.311207 0.776433 0.163244 0.483004 0.158648 0.581088 0.9869 0.034252 0.744321 0.12439 0.615385 0.96241 0.263258 0.90552 0.458506 0.215032 0.180293 0.695777 
2 6 0.973346 0.769437 0.769114 0.681666 0.221667 0.371466 0.165928 0.661994 0.621046 0.721872 0.519175 0.97718 0.743274 0.939725 0.123849 0.105185 0.327228 0.758246 0.935242 0.455072 0.97415 0.771939 0.776607 0.682029 0.228194 0.373803 0.167525 0.671485 0.621225 0.722409 0.519828 0.980471 0.744988 0.942275 0.12545 0.10887 0.332995 0.765244 0.938862 0.457477 
2 7 0.421579 0.216386 0.863643 0.382822 0.795353 0.664689 0.134039 0.606001 0.509658 0.329434 0.0414204 0.519303 0.0889927 0.261779 0.232608 0.977238 0.0316388 0.329579 0.403581 0.867514 0.424476 0.221661 0.870758 0.387419 0.795385 0.666557 0.1435 0.609476 0.518002 0.335752 0.0490911 0.521508 0.0960573 0.265562 0.237303 0.977581 0.0375547 0.334944 0.41325 0.868998 
2 8 0.639523 0.815407 0.94525 0.343613 0.022405 0.674525 0.191984 0.14071 0.586016 0.762344 0.925503 0.831256 0.519337 0.57436 0.667049 0.667965 0.441313 0.0316565 0.0350595 0.551829 0.648842 0.821135 0.946804 0.344579 0.0309738 0.681509 0.195442 0.142927 0.586279 0.763117 0.929808 0.837272 0.520951 0.579675 0.672537 0.673681 0.446336 0.0368772 0.0361313 0.557941 
2 9 0.77203 0.696996 0.71045 0.280104 0.235403 0.920252 0.23027 0.651515 0.858766 0.12295 0.107739 0.344576 0.330758 0.202482 0.491841 0.15958 0.380608 0.651295 0.897657 0.170796 0.776897 0.701864 0.713217 0.285409 0.241377 0.928464 0.239265 0.660874 0.86829 0.129974 0.108737 0.352153 0.33649 0.212225 0.49989 0.161072 0.38485 0.651896 0.906669 0.17111 
2 10 0.522215 0.586862 0.939871 0.880784 0.718919 0.87906 0.416796 0.813047 0.896524 0.377485 0.0768218 0.238019 0.681199 0.794278 0.483873 0.932843 0.080322 0.96316 0.196307 0.585675 0.524987 0.594981 0.94567 0.88268 0.719648 0.879958 0.423543 0.82074 0.901389 0.38436 0.0815982 0.247778 0.684823 0.795013 0.488869 0.934305 0.0844038 0.965141 0.202064 0.589357 
2 11 0.600133 0.995401 0.819527 0.479779 0.799035 0.334307 0.666856 0.602249 0.516531 0.833648 0.458046 0.665973 0.288654 0.719155 0.373359 0.566183 0.293043 0.589419 0.944452 0.595927 0.601621 0.999428 0.82327 0.486244 0.802611 0.335756 0.670003 0.611458 0.519173 0.839994 0.459605 0.673922 0.291861 0.721474 0.374098 0.570408 0.296619 0.59405 0.944957 0.604569 
2 12 0.104579 0.658594 0.194679 0.719795 0.659888 0.534876 0.44237 0.117238 0.332928 0.92989 0.596723 0.196178 0.623243 0.871284 0.676065 0.0322694 0.661425 0.279493 0.897245 0.690932 0.112913 0.658783 0.19991 0.728166 0.666318 0.53811 0.445137 0.125602 0.338288 0.932322 0.599193 0.204538 0.629959 0.87244 0.680611 0.0408202 0.662025 0.281257 0.903186 0.696625 
2 13 0.434503 0.272443 0.476952 0.21741 0.960055 0.129043 0.505059 0.668904 0.831097 0.648075 0.105562 0.719204 0.157154 0.671352 0.341848 0.791982 0.169961 0.750171 0.773202 0.929321 0.436534 0.274886 0.486566 0.225235 0.965789 0.134061 0.506243 0.672772 0.832331 0.656562 0.109172 0.725014 0.158845 0.680217 0.348844 0.794805 0.170693 0.751817 0.777542 0.931984 
