2 0 0.131538 0.218959 0.934693 0.136124 0.225748 0.939887 
2 1 0.0345721 0.00769819 0.686773 0.0398691 0.00836661 0.696077 
2 2 0.526929 0.701191 0.0474645 0.533468 0.708813 0.0507469 
2 3 0.75641 0.98255 0.0726859 0.760064 0.990084 0.081533 
2 4 0.436411 0.274907 0.897656 0.441189 0.276572 0.898262 
2 5 0.504523 0.493977 0.0737491 0.507713 0.494884 0.0775905 
2 6 0.913817 0.050084 0.125365 0.918462 0.057786 0.13225 
2 7 0.629543 0.888572 0.513274 0.636798 0.891635 0.521734 
2 8 0.841511 0.467917 0.571655 0.845665 0.469701 0.571985 
2 9 0.49848 0.890737 0.212752 0.505963 0.899158 0.214056 
2 10 0.274588 0.70982 0.31754 0.278731 0.712219 0.32406 
2 11 0.681346 0.147533 0.955409 0.685223 0.155989 0.95689 
2 12 0.408767 0.488515 0.199757 0.414416 0.498126 0.20605 
2 13 0.651254 0.476432 0.901673 0.659284 0.478464 0.903094 
2 14 0.410313 0.162199 0.135109 0.41917 0.165852 0.139662 
2 15 0.4523 0.215248 0.86086 0.461617 0.224338 0.865919 
2 16 0.817561 0.632739 0.702207 0.822184 0.640986 0.711751 
2 17 0.289316 0.414028 0.729748 0.294461 0.422794 0.736904 
2 18 0.706535 0.524987 0.488943 0.706726 0.525639 0.495764 
2 19 0.916634 0.139195 0.446023 0.925534 0.149089 0.45117 
2 20 0.439726 0.211519 0.61635 0.447792 0.213055 0.616359 
2 21 0.727335 0.680562 0.828708 0.731512 0.688926 0.829525 
2 22 0.629572 0.388823 0.269215 0.631707 0.398299 0.272055 
2 23 0.783865 0.0113162 0.819726 0.786687 0.0211486 0.823708 
2 24 0.17688 0.257169 0.634717 0.178458 0.258185 0.642665 
2 25 0.75294 0.598217 0.117437 0.759275 0.601404 0.122698 
2 26 0.587989 0.161688 0.556836 0.595019 0.17029 0.559996 
2 27 0.528548 0.430848 0.446866 0.534429 0.43455 0.450744 
2 28 0.0782632 0.676237 0.944753 0.0808024 0.683523 0.954154 
2 29 0.460434 0.60564 0.343818 0.467048 0.607144 0.349046 
2 30 0.0149506 0.917848 0.843975 0.0213804 0.927549 0.848533 
2 31 0.0220837 0.436638 0.695679 0.0291532 0.444156 0.703218 
2 32 0.00425392 0.903301 0.00634169 0.00505309 0.910768 0.0115265 
2 33 0.544023 0.626861 0.280289 0.546181 0.633955 0.284008 
2 34 0.310169 0.77588 0.160274 0.311207 0.776433 0.163244 
2 35 0.477804 0.150312 0.577776 0.483004 0.158648 0.581088 
2 36 0.986883 0.0293555 0.738959 0.9869 0.034252 0.744321 
2 37 0.122507 0.614126 0.954028 0.12439 0.615385 0.96241 
2 38 0.259014 0.897914 0.451851 0.263258 0.90552 0.458506 
2 39 0.209562 0.175974 0.687414 0.215032 0.180293 0.695777 
2 40 0.973346 0.769437 0.769114 0.97415 0.771939 0.776607 
2 41 0.681666 0.221667 0.371466 0.682029 0.228194 0.373803 
2 42 0.165928 0.661994 0.621046 0.167525 0.671485 0.621225 
2 43 0.721872 0.519175 0.97718 0.722409 0.519828 0.980471 
2 44 0.743274 0.939725 0.123849 0.744988 0.942275 0.12545 
2 45 0.105185 0.327228 0.758246 0.10887 0.332995 0.765244 
2 46 0.935242 0.455072 0.421579 0.938862 0.457477 0.424476 
2 47 0.216386 0.863643 0.382822 0.221661 0.870758 0.387419 
2 48 0.795353 0.664689 0.134039 0.795385 0.666557 0.1435 
2 49 0.606001 0.509658 0.329434 0.609476 0.518002 0.335752 
2 50 0.0414204 0.519303 0.0889927 0.0490911 0.521508 0.0960573 
2 51 0.261779 0.232608 0.977238 0.265562 0.237303 0.977581 
2 52 0.0316388 0.329579 0.403581 0.0375547 0.334944 0.41325 
2 53 0.867514 0.639523 0.815407 0.868998 0.648842 0.821135 
2 54 0.94525 0.343613 0.022405 0.946804 0.344579 0.0309738 
2 55 0.674525 0.191984 0.14071 0.681509 0.195442 0.142927 
2 56 0.586016 0.762344 0.925503 0.586279 0.763117 0.929808 
2 57 0.831256 0.519337 0.57436 0.837272 0.520951 0.579675 
2 58 0.667049 0.667965 0.441313 0.672537 0.673681 0.446336 
2 59 0.0316565 0.0350595 0.551829 0.0368772 0.0361313 0.557941 
2 60 0.77203 0.696996 0.71045 0.776897 0.701864 0.713217 
2 61 0.280104 0.235403 0.920252 0.285409 0.241377 0.928464 
2 62 0.23027 0.651515 0.858766 0.239265 0.660874 0.86829 
2 63 0.12295 0.107739 0.344576 0.129974 0.108737 0.352153 
2 64 0.330758 0.202482 0.491841 0.33649 0.212225 0.49989 
2 65 0.15958 0.380608 0.651295 0.161072 0.38485 0.651896 
2 66 0.897657 0.170796 0.522215 0.906669 0.17111 0.524987 
2 67 0.586862 0.939871 0.880784 0.594981 0.94567 0.88268 
2 68 0.718919 0.87906 0.416796 0.719648 0.879958 0.423543 
2 69 0.813047 0.896524 0.377485 0.82074 0.901389 0.38436 
2 70 0.0768218 0.238019 0.681199 0.0815982 0.247778 0.684823 
2 71 0.794278 0.483873 0.932843 0.795013 0.488869 0.934305 
2 72 0.080322 0.96316 0.196307 0.0844038 0.965141 0.202064 
2 73 0.585675 0.600133 0.995401 0.589357 0.601621 0.999428 
2 74 0.819527 0.479779 0.799035 0.82327 0.486244 0.802611 
2 75 0.334307 0.666856 0.602249 0.335756 0.670003 0.611458 
