2 0 0.131538 0.218959 0.934693 0.0345721 0.00769819 0.686773 0.526929 0.701191 0.0474645 0.75641 0.136124 0.225748 0.939887 0.0398691 0.00836661 0.696077 0.533468 0.708813 0.0507469 0.760064 
2 1 0.98255 0.0726859 0.436411 0.274907 0.897656 0.504523 0.493977 0.0737491 0.913817 0.050084 0.990084 0.081533 0.441189 0.276572 0.898262 0.507713 0.494884 0.0775905 0.918462 0.057786 
2 2 0.125365 0.629543 0.888572 0.513274 0.841511 0.467917 0.571655 0.49848 0.890737 0.212752 0.13225 0.636798 0.891635 0.521734 0.845665 0.469701 0.571985 0.505963 0.899158 0.214056 
2 3 0.274588 0.70982 0.31754 0.681346 0.147533 0.955409 0.408767 0.488515 0.199757 0.651254 0.278731 0.712219 0.32406 0.685223 0.155989 0.95689 0.414416 0.498126 0.20605 0.659284 
2 4 0.476432 0.901673 0.410313 0.162199 0.135109 0.4523 0.215248 0.86086 0.817561 0.632739 0.478464 0.903094 0.41917 0.165852 0.139662 0.461617 0.224338 0.865919 0.822184 0.640986 
2 5 0.702207 0.289316 0.414028 0.729748 0.706535 0.524987 0.488943 0.916634 0.139195 0.446023 0.711751 0.294461 0.422794 0.736904 0.706726 0.525639 0.495764 0.925534 0.149089 0.45117 
2 6 0.439726 0.211519 0.61635 0.727335 0.680562 0.828708 0.629572 0.388823 0.269215 0.783865 0.447792 0.213055 0.616359 0.731512 0.688926 0.829525 0.631707 0.398299 0.272055 0.786687 
2 7 0.0113162 0.819726 0.17688 0.257169 0.634717 0.75294 0.598217 0.117437 0.587989 0.161688 0.0211486 0.823708 0.178458 0.258185 0.642665 0.759275 0.601404 0.122698 0.595019 0.17029 
2 8 0.556836 0.528548 0.430848 0.446866 0.0782632 0.676237 0.944753 0.460434 0.60564 0.343818 0.559996 0.534429 0.43455 0.450744 0.0808024 0.683523 0.954154 0.467048 0.607144 0.349046 
2 9 0.0149506 0.917848 0.843975 0.0220837 0.436638 0.695679 0.00425392 0.903301 0.00634169 0.544023 0.0213804 0.927549 0.848533 0.0291532 0.444156 0.703218 0.00505309 0.910768 0.0115265 0.546181 
2 10 0.626861 0.280289 0.310169 0.77588 0.160274 0.477804 0.150312 0.577776 0.986883 0.0293555 0.633955 0.284008 0.311207 0.776433 0.163244 0.483004 0.158648 0.581088 0.9869 0.034252 
2 11 0.738959 0.122507 0.614126 0.954028 0.259014 0.897914 0.451851 0.209562 0.175974 0.687414 0.744321 0.12439 0.615385 0.96241 0.263258 0.90552 0.458506 0.215032 0.180293 0.695777 
2 12 0.973346 0.769437 0.769114 0.681666 0.221667 0.371466 0.165928 0.661994 0.621046 0.721872 0.97415 0.771939 0.776607 0.682029 0.228194 0.373803 0.167525 0.671485 0.621225 0.722409 
2 13 0.519175 0.97718 0.743274 0.939725 0.123849 0.105185 0.327228 0.758246 0.935242 0.455072 0.519828 0.980471 0.744988 0.942275 0.12545 0.10887 0.332995 0.765244 0.938862 0.457477 
2 14 0.421579 0.216386 0.863643 0.382822 0.795353 0.664689 0.134039 0.606001 0.509658 0.329434 0.424476 0.221661 0.870758 0.387419 0.795385 0.666557 0.1435 0.609476 0.518002 0.335752 
2 15 0.0414204 0.519303 0.0889927 0.261779 0.232608 0.977238 0.0316388 0.329579 0.403581 0.867514 0.0490911 0.521508 0.0960573 0.265562 0.237303 0.977581 0.0375547 0.334944 0.41325 0.868998 
2 16 0.639523 0.815407 0.94525 0.343613 0.022405 0.674525 0.191984 0.14071 0.586016 0.762344 0.648842 0.821135 0.946804 0.344579 0.0309738 0.681509 0.195442 0.142927 0.586279 0.763117 
2 17 0.925503 0.831256 0.519337 0.57436 0.667049 0.667965 0.441313 0.0316565 0.0350595 0.551829 0.929808 0.837272 0.520951 0.579675 0.672537 0.673681 0.446336 0.0368772 0.0361313 0.557941 
2 18 0.77203 0.696996 0.71045 0.280104 0.235403 0.920252 0.23027 0.651515 0.858766 0.12295 0.776897 0.701864 0.713217 0.285409 0.241377 0.928464 0.239265 0.660874 0.86829 0.129974 
2 19 0.107739 0.344576 0.330758 0.202482 0.491841 0.15958 0.380608 0.651295 0.897657 0.170796 0.108737 0.352153 0.33649 0.212225 0.49989 0.161072 0.38485 0.651896 0.906669 0.17111 
2 20 0.522215 0.586862 0.939871 0.880784 0.718919 0.87906 0.416796 0.813047 0.896524 0.377485 0.524987 0.594981 0.94567 0.88268 0.719648 0.879958 0.423543 0.82074 0.901389 0.38436 
2 21 0.0768218 0.238019 0.681199 0.794278 0.483873 0.932843 0.080322 0.96316 0.196307 0.585675 0.0815982 0.247778 0.684823 0.795013 0.488869 0.934305 0.0844038 0.965141 0.202064 0.589357 
2 22 0.600133 0.995401 0.819527 0.479779 0.799035 0.334307 0.666856 0.602249 0.516531 0.833648 0.601621 0.999428 0.82327 0.486244 0.802611 0.335756 0.670003 0.611458 0.519173 0.839994 
2 23 0.458046 0.665973 0.288654 0.719155 0.373359 0.566183 0.293043 0.589419 0.944452 0.595927 0.459605 0.673922 0.291861 0.721474 0.374098 0.570408 0.296619 0.59405 0.944957 0.604569 
2 24 0.104579 0.658594 0.194679 0.719795 0.659888 0.534876 0.44237 0.117238 0.332928 0.92989 0.112913 0.658783 0.19991 0.728166 0.666318 0.53811 0.445137 0.125602 0.338288 0.932322 
2 25 0.596723 0.196178 0.623243 0.871284 0.676065 0.0322694 0.661425 0.279493 0.897245 0.690932 0.599193 0.204538 0.629959 0.87244 0.680611 0.0408202 0.662025 0.281257 0.903186 0.696625 
2 26 0.434503 0.272443 0.476952 0.21741 0.960055 0.129043 0.505059 0.668904 0.831097 0.648075 0.436534 0.274886 0.486566 0.225235 0.965789 0.134061 0.506243 0.672772 0.832331 0.656562 
2 27 0.105562 0.719204 0.157154 0.671352 0.341848 0.791982 0.169961 0.750171 0.773202 0.929321 0.109172 0.725014 0.158845 0.680217 0.348844 0.794805 0.170693 0.751817 0.777542 0.931984 
2 28 0.79278 0.380628 0.616563 0.197901 0.0182512 0.654629 0.331292 0.393451 0.129609 0.35206 0.794919 0.389913 0.620126 0.205812 0.0193965 0.658453 0.340435 0.401766 0.13903 0.357779 
2 29 0.844201 0.435375 0.919119 0.776418 0.314608 0.133293 0.750525 0.234676 0.854236 0.944193 0.852375 0.438867 0.926564 0.782538 0.315867 0.134554 0.755114 0.241515 0.855438 0.944795 
2 30 0.141179 0.599194 0.812305 0.974467 0.238217 0.227762 0.933005 0.859511 0.624005 0.0260003 0.143454 0.599731 0.812624 0.981178 0.244114 0.23224 0.93814 0.865605 0.630449 0.0280778 
2 31 0.560325 0.137716 0.8866 0.299211 0.970299 0.44872 0.468209 0.467209 0.899267 0.689134 0.561532 0.143142 0.890226 0.308341 0.978278 0.45566 0.472225 0.472385 0.900637 0.693227 
2 32 0.0312551 0.274869 0.722293 0.000275349 0.492207 0.138002 0.0561348 0.961921 0.349783 0.542825 0.0331815 0.278955 0.728622 0.00373966 0.495393 0.141871 0.0637901 0.971912 0.351773 0.544841 
2 33 0.513759 0.79845 0.523785 0.678709 0.332073 0.402784 0.614501 0.0396633 0.171394 0.730373 0.519839 0.799917 0.529501 0.687156 0.339513 0.408338 0.620641 0.0430982 0.175632 0.734029 
2 34 0.0866058 0.325262 0.53186 0.110132 0.127237 0.917977 0.549302 0.664346 0.159347 0.597956 0.0907874 0.330902 0.532463 0.115627 0.127831 0.926562 0.557766 0.674078 0.16218 0.598585 
2 35 0.949394 0.430824 0.759196 0.683365 0.920936 0.178152 0.517482 0.0936437 0.652046 0.203913 0.952216 0.432811 0.765924 0.68505 0.920974 0.184835 0.522152 0.098095 0.66087 0.204074 
2 36 0.109083 0.245494 0.886352 0.487048 0.548907 0.172459 0.967038 0.890453 0.839556 0.5263 0.114695 0.245795 0.891826 0.496414 0.55644 0.176263 0.970052 0.892957 0.846641 0.527215 
2 37 0.78213 0.756626 0.154232 0.162428 0.167285 0.33357 0.32215 0.0376828 0.491122 0.658614 0.785209 0.76308 0.158784 0.166518 0.17714 0.337113 0.328564 0.038465 0.493649 0.658631 
2 38 0.10087 0.165406 0.960956 0.254563 0.549228 0.55761 0.759697 0.37504 0.766313 0.102468 0.110425 0.166571 0.96316 0.256993 0.557745 0.56663 0.76968 0.382495 0.77273 0.111102 
2 39 0.930975 0.9754 0.189622 0.0323388 0.193147 0.549478 0.708398 0.994661 0.748435 0.171227 0.933887 0.983706 0.197274 0.0360932 0.199117 0.557248 0.717234 0.999659 0.755332 0.174055 
2 40 0.910853 0.902494 0.263153 0.335606 0.667104 0.541796 0.758699 0.70228 0.276393 0.954292 0.914846 0.907977 0.265511 0.340134 0.675296 0.549259 0.762766 0.708891 0.279408 0.963315 
2 41 0.97424 0.796038 0.109927 0.383381 0.559109 0.0111431 0.56569 0.16162 0.191671 0.0728548 0.97834 0.802058 0.110657 0.38729 0.566099 0.015017 0.568376 0.169704 0.198153 0.0766443 
2 42 0.493255 0.353126 0.43915 0.576638 0.499835 0.172927 0.164685 0.791156 0.549814 0.351869 0.495417 0.362048 0.448972 0.57807 0.500661 0.176673 0.167139 0.793664 0.554967 0.355991 
2 43 0.915687 0.400523 0.0434072 0.96922 0.830683 0.984922 0.0823947 0.204153 0.197465 0.0907455 0.921374 0.408586 0.0447082 0.971292 0.833744 0.988251 0.0892113 0.205792 0.206183 0.0932158 
2 44 0.51707 0.596703 0.822799 0.627998 0.420051 0.813622 0.47432 0.464033 0.562306 0.652465 0.52575 0.60657 0.829663 0.631965 0.424829 0.81657 0.478613 0.470613 0.568982 0.655262 
2 45 0.00518158 0.214659 0.738162 0.923061 0.68391 0.50639 0.973102 0.396488 0.454478 0.742002 0.00577355 0.217196 0.742894 0.925568 0.688649 0.514741 0.974589 0.404194 0.460842 0.744723 
2 46 0.180408 0.077255 0.944811 0.377179 0.228601 0.954651 0.750104 0.403707 0.203926 0.965837 0.188285 0.0856662 0.95427 0.385466 0.237215 0.963341 0.754279 0.407328 0.212162 0.970005 
2 47 0.724963 0.60336 0.00420215 0.677832 0.680744 0.59878 0.202964 0.958215 0.215447 0.218624 0.729114 0.613234 0.00550392 0.680201 0.682204 0.599517 0.21029 0.96562 0.223839 0.221331 
2 48 0.835845 0.457732 0.412836 0.435772 0.631842 0.0789411 0.47033 0.853798 0.703332 0.181981 0.842073 0.464985 0.413859 0.438197 0.637289 0.0794237 0.473715 0.856584 0.712036 0.18729 
2 49 0.725291 0.237746 0.867889 0.487712 0.165043 0.150371 0.591714 0.211342 0.155059 0.368609 0.727645 0.245969 0.868275 0.491265 0.168146 0.159438 0.600008 0.217163 0.158134 0.368959 
2 50 0.0652273 0.302871 0.697825 0.565461 0.458841 0.0124615 0.563489 0.728453 0.474775 0.725622 0.0729332 0.312544 0.699369 0.57235 0.460459 0.0205164 0.569246 0.733561 0.480627 0.729074 
2 51 0.032957 0.409143 0.0346696 0.947031 0.332639 0.441389 0.644286 0.688851 0.123723 0.540555 0.0405328 0.410768 0.0363869 0.955232 0.340989 0.44198 0.646375 0.692521 0.131856 0.547884 
2 52 0.549682 0.720948 0.3822 0.30414 0.49026 0.234011 0.338934 0.596737 0.0518739 0.856061 0.556751 0.728001 0.384043 0.311143 0.492052 0.239288 0.34568 0.604946 0.0532608 0.856284 
2 53 0.275584 0.782175 0.0172278 0.311988 0.814288 0.129753 0.104098 0.616127 0.376962 0.647873 0.276575 0.790149 0.023496 0.315194 0.821658 0.132915 0.112936 0.624909 0.385 0.648503 
2 54 0.591894 0.250697 0.714764 0.185877 0.192756 0.317012 0.662178 0.786237 0.181159 0.0242924 0.595207 0.252286 0.715484 0.188256 0.1962 0.326814 0.671467 0.79275 0.183731 0.0291296 
2 55 0.967667 0.869281 0.22577 0.543713 0.893645 0.351769 0.0431582 0.570678 0.289279 0.66245 0.976522 0.871199 0.233949 0.545544 0.89644 0.358701 0.0455985 0.574189 0.292487 0.671789 
